UNIQUE_REFERENCE_NUMBER,NAME,POINTX_CLASSIFICATION_CODE,FEATURE_EASTING,FEATURE_NORTHING,POSITIONAL_ACCURACY_CODE,UPRN,TOPOGRAPHIC_TOID,TOPOGRAPHIC_TOID_VERSION,USRN,USRN_MATCH_INDICATOR,DISTANCE,ADDRESS_DETAIL,STREET_NAME,LOCALITY,GEOGRAPHIC_COUNTY,POSTCODE,ADMINISTRATIVE_BOUNDARY,TELEPHONE_NUMBER,URL,BRAND,QUALIFIER_TYPE,QUALIFIER_DATA,PROVENANCE,DATE_OF_SUPPLY
21841137,Bus Stop (St Davids Station),10590732,291189.0,93343.0,1,,Not Assigned,0,14201566,3,5.2,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmawa,Department for Transport,01-SEP-2021
21841200,Bus Stop (Manor Road),10590732,291029.0,92297.0,1,,Not Assigned,0,14200604,3,1.3,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmamd,Department for Transport,01-SEP-2021
20250588,Site of St Andrew's Priory (Benedictine),3170244,291315.0,92336.0,2,,Not Assigned,0,14200058,3,37.0,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
41263546,Okehampton Street,10540736,291341.0,92213.0,1,10023124445.0,osgb1000002062025890,7,14200605,2,24.1,Okehampton Street,,Exeter,Devon,EX4 1DY,Exeter District,,,,,,Department for Transport (Parking),01-SEP-2021
48868723,The Model Shop,9480686,291608.0,92860.0,1,100040234525.0,osgb1000012290526,3,14200783,1,15.2,4,St. Davids Hill,Exeter,Devon,EX4 3RG,Exeter District,1392421906.0,www.trainsandtrack.co.uk,,,,118 Information,01-SEP-2021
41250927,Emmanuel Church Hall,6340459,291122.6,92334.7,1,,osgb1000012293362,5,14200280,2,21.9,Emmanuel Road,,Exeter,Devon,EX4,Exeter District,,,,Religion,Not Identified (Christian),PointX,01-SEP-2021
43514226,St Wilfrid's School,5310377,291534.0,92896.0,1,10013045944.0,osgb1000012290700,7,14200783,1,16.6,St Wilfrids School 25-29,St Davids Hill,Exeter,Devon,EX4 4DA,Exeter District,1392276171.0,www.stwilfrids.devon.sch.uk/,,,,Edubase,01-SEP-2021
43531198,St David's C of E Primary School,5310375,291571.0,92758.0,1,100041044620.0,osgb1000012290616,10,14200242,1,43.0,,Dinham Road,Exeter,Devon,EX4 4EE,Exeter District,1392255569.0,www.stdavidsprimary.devon.sch.uk,,,,Edubase,01-SEP-2021
68798016,Old Chapel Christian Fellowship,6340459,291610.4,92396.8,1,100041142140.0,osgb1000012291898,6,14200057,1,18.1,Old Chapel,Bartholomew Street West,Exeter,Devon,EX4 3AJ,Exeter District,1392214129.0,,,Religion,Other (Christian),118 Information,01-SEP-2021
75360041,St Davids Veterinary Group,5260322,291172.0,93221.0,1,10013050445.0,osgb1000012295260,5,14201566,1,21.7,St. Davids Station,St. Davids,Exeter,Devon,EX4 4NT,Exeter District,1392271221.0,www.stdavidsveterinarygroup.co.uk,,,,118 Information,01-SEP-2021
75479803,Colin Sutton UKcp Registered Psychotherapist,5280372,291611.6,92971.5,1,100041142467.0,osgb1000012290755,4,14200708,1,9.5,19,Richmond Road,Exeter,Devon,EX4 4JA,Exeter District,1392966704.0,,,,,118 Information,01-SEP-2021
95762046,Campus Living Villages,1010009,291213.0,93094.0,1,10023117229.0,osgb1000002070848007,1,14200086,3,16.0,Block A Point Exe,Brunel Close,Exeter,Devon,EX4 4FD,Exeter District,1392213545.0,www.mystudentvillage.com,,,,118 Information,01-SEP-2021
108276527,Pest Eradication West,2070109,291154.0,92273.0,1,100040226404.0,osgb1000012292645,5,14200604,1,13.6,8,Okehampton Road,Exeter,Devon,EX4 1EH,Exeter District,1392273881.0,,,,,118 Information,01-SEP-2021
110617318,The Hair Hub,2100156,291539.7,92936.3,1,100041142965.0,osgb1000012290798,3,14200708,3,9.9,24b,St. Davids Hill,Exeter,Devon,EX4 4DT,Exeter District,1392274459.0,,,,,118 Information,01-SEP-2021
159993751,Electricity Sub Station,6340433,291092.4,93165.6,2,,Not Assigned,0,14200613,3,63.2,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
21841394,Bus Stop (Matford Lane for County Hall),10590732,292944.0,92044.0,1,,Not Assigned,0,14200938,3,2.6,,,,Devon,EX2,Exeter District,,,,SMS Number,dvndmtda,Department for Transport,01-SEP-2021
48035006,On the Waterfront,1020043,292070.0,92094.0,1,,osgb1000012320186,6,14200844,2,15.6,5-9,The Quay,Exeter,Devon,EX2 4AP,Exeter District,1392210590.0,www.waterfrontexeter.co.uk,,Restaurant Type,Pizza Restaurant,118 Information,01-SEP-2021
48779350,Crusty Cobs,9470661,291326.0,92011.0,1,10013045740.0,osgb1000012293021,4,14202829,1,17.0,5,St. Thomas Centre,Exeter,Devon,EX4 1DG,Exeter District,1392273333.0,,,,,118 Information,01-SEP-2021
48962901,CLIC Sargent Shop,9480714,291360.0,92032.0,1,10013045726.0,osgb1000012293018,4,14202829,1,38.3,11,St. Thomas Centre,Exeter,Devon,EX4 1DG,Exeter District,1392215040.0,www.clicsargent.org.uk,CLIC Sargent,,,118 Information,01-SEP-2021
54745807,Lloyds Bank,2090138,291375.0,92022.0,1,10013045728.0,osgb1000012293351,4,14202829,1,41.9,13,St. Thomas Centre,Exeter,Devon,EX4 1DF,Exeter District,3453000000.0,www.lloydsbank.com,Lloyds,,,118 Information,01-SEP-2021
54767232,Westexe Mortgage Solutions Ltd,2090150,291394.0,92124.0,1,100041141464.0,osgb1000012292506,4,14200605,1,15.0,25,Okehampton Street,Exeter,Devon,EX4 1DY,Exeter District,1392216344.0,www.westexe-mortgages.co.uk,,,,118 Information,01-SEP-2021
54813821,Belulino Beauty Salons,2100156,292411.0,92058.0,1,100040231714.0,osgb1000012319788,6,14200713,1,14.6,4,Roberts Road,Exeter,Devon,EX2 4HB,Exeter District,1392410055.0,www.belulino.co.uk,,,,118 Information,01-SEP-2021
54822037,M Harvey Hair,2100156,292005.9,92142.8,1,10023124365.0,osgb1000012320177,6,14200844,1,16.4,44,The Quay,Exeter,Devon,EX2 4AN,Exeter District,1392410510.0,www.mharveyhair.com,,,,118 Information,01-SEP-2021
54901841,Whitton & Laing Auctioneers,2090137,291350.0,92141.0,1,100041045607.0,osgb1000012292550,6,14200605,1,28.1,32,Okehampton Street,Exeter,Devon,EX4 1DY,Exeter District,1392252621.0,www.whittonandlaingauctioneers.co.uk,,,,118 Information,01-SEP-2021
43514523,Montgomery Primary School,5310375,291009.0,92093.0,1,,osgb5000005102636832,1,14200525,3,55.3,,Redvers Road,Exeter,Devon,EX4 1BS,Exeter District,1392285240.0,www.montgomeryprimary.org.uk,,,,Edubase,01-SEP-2021
54626728,Think I T,9480828,292145.5,92086.4,1,100041131533.0,osgb1000012320158,7,14200193,1,20.9,1,Colleton Crescent,Exeter,Devon,EX2 4DG,Exeter District,1392435803.0,www.thinkit.uk.com,,,,118 Information,01-SEP-2021
55085662,Christie & Co,2110195,292033.0,92109.0,1,100041131223.0,osgb1000002062017373,14,14200844,1,8.7,Kings Wharf,The Quay,Exeter,Devon,EX2 4AN,Exeter District,1392285600.0,,Christie & Co,,,118 Information,01-SEP-2021
68810967,Riverside Church,6340459,291447.0,92060.0,1,10013042083.0,osgb1000012293070,7,14200605,1,43.5,13-14,Okehampton Street,Exeter,Devon,EX4 1DU,Exeter District,1392210146.0,,,Religion,Evangelical (Christian),118 Information,01-SEP-2021
75346392,The Salvation Army,6350450,292145.0,92159.0,1,,osgb1000012320091,5,14200322,3,15.3,Exeter Temple,Friars Gate,Exeter,Devon,EX2 4AZ,Exeter District,1392216553.0,www.salvationarmy.org.uk,The Salvation Army,,,118 Information,01-SEP-2021
75482219,The Brendoncare Foundation,5280373,292725.0,92157.0,1,100040234832.0,osgb1000012319039,6,14200790,1,23.3,36-40,St. Leonards Road,Exeter,Devon,EX2 4LR,Exeter District,1392667290.0,www.brendoncare.org.uk,Brendon Care,,,118 Information,01-SEP-2021
76251936,Bull Meadow Clinic,5280365,292329.0,92130.0,1,100041045199.0,osgb1000012319992,7,14200117,1,68.4,,Bull Meadow Road,Exeter,Devon,EX2 4JF,Exeter District,1392208545.0,,,,,118 Information,01-SEP-2021
108345171,Exeter Ice Charitable Trust,5270325,291447.0,92060.0,1,10013042083.0,osgb1000012293070,7,14200605,1,43.5,13-14,Okehampton Street,Exeter,Devon,EX4 1DU,Exeter District,1392411116.0,www.icetrust.co.uk,,,,118 Information,01-SEP-2021
111223716,Consol,2100156,291486.0,92050.0,1,100041044592.0,osgb1000012293350,4,14200217,1,16.0,179,Cowick Street,Exeter,Devon,EX4 1AD,Exeter District,8000886090.0,www.consol.eu,Gloden & Consol,,,118 Information,01-SEP-2021
124766322,Enzo Lifesciences,7420584,292145.0,92086.0,1,100041131533.0,osgb1000012320158,7,14200193,1,20.3,1,Colleton Crescent,Exeter,Devon,EX2 4DG,Exeter District,1392825900.0,www.enzolifesciences.com,,,,118 Information,01-SEP-2021
129836158,Helen Beaver Hypnotherapy,5280372,292518.0,92091.0,1,100040230531.0,osgb1000012318795,5,14200691,1,8.2,52,Radford Road,Exeter,Devon,EX2 4ET,Exeter District,7969733989.0,www.helenbeaverhypnotherapyexeter.co.uk,,,,118 Information,01-SEP-2021
141250953,The Generator Hub Cowork Ventures Ltd,2100167,292070.0,92094.0,1,10013041470.0,osgb1000012320186,6,14200844,1,15.6,The Gallery Kings Wharf,The Quay,Exeter,Devon,EX2 4AN,Exeter District,1392427111.0,www.generatorhub.co.uk,,,,118 Information,01-SEP-2021
146519068,Coffee Cellar,1020013,292017.5,92096.1,1,10013039687.0,osgb1000012320174,5,14200844,1,9.8,22,The Quay,Exeter,Devon,EX2 4AP,Exeter District,1392410000.0,,,,,118 Information,01-SEP-2021
64066897,Electricity Sub Station,6340433,291835.0,92133.0,2,,Not Assigned,0,14200198,3,9.8,,,,Devon,EX2,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
68587203,Letter Box,6340457,291133.0,92080.0,1,,osgb1000000347754315,15,14200112,3,4.3,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
78429003,Works,7410542,291422.0,92089.0,2,,Not Assigned,0,14200605,3,29.7,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
124110775,Tommy Cooper Plaque,3200269,292665.0,92087.0,1,100040234853.0,osgb1000012318900,6,14200790,2,18.0,Mount Radford School for Boys,56 St Leonards Road,Exeter,Devon,EX2,Exeter District,,openplaques.org/plaques/8452,,Plaque Type,Not Specified,Open Plaques,01-SEP-2021
145677514,Buller Road Evangelical Church,6340459,291158.0,92055.0,1,,osgb1000012292805,4,14200118,2,18.1,42-44,Buller Road,Exeter,Devon,EX4 1BJ,Exeter District,,,,Religion,Evangelical (Christian),Ordnance Survey,01-SEP-2021
127054984,Port of Exeter Slate Plaque,3200269,292053.0,92103.0,1,,osgb1000012320186,6,14200844,2,14.2,The Quay,,Exeter,Devon,EX2,Exeter District,,openplaques.org/plaques/33205,,Plaque Type,Slate,Open Plaques,01-SEP-2021
145875403,St Leonards Church Hall,6340456,292417.0,92140.0,1,100041131464.0,osgb1000012319893,7,14200838,3,10.6,Roberts Road,,Exeter,Devon,EX2 4HD,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
49379694,NoteMachine Ltd,2090141,291936.4,92123.8,1,10013043722.0,osgb1000012292233,6,14200198,1,11.6,7-9 Leatside,Commercial Road,Exeter,Devon,EX2 4AB,Exeter District,,,,,,VocaLink,01-SEP-2021
21840970,Bus Stop (Devonshire Place),10590732,292560.0,93774.0,1,,Not Assigned,0,14200868,3,0.4,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmpdw,Department for Transport,01-SEP-2021
21841381,Bus Stop (Knightley),10590732,291570.0,93683.0,1,,Not Assigned,0,14200812,3,7.1,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmdpm,Department for Transport,01-SEP-2021
21841382,Bus Stop (The Queen's Drive),10590732,291725.0,93912.0,1,,Not Assigned,0,14200845,3,5.8,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmgdj,Department for Transport,01-SEP-2021
21841384,Bus Stop (Poole Gate),10590732,291908.0,93759.0,1,,Not Assigned,0,14200671,3,0.9,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmgtm,Department for Transport,01-SEP-2021
21841386,Bus Stop (Prince of Wales Road),10590732,291593.0,93616.0,1,,Not Assigned,0,14200812,3,37.2,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmdtg,Department for Transport,01-SEP-2021
21841387,Bus Stop (Streatham Rise),10590732,291473.0,93559.0,1,,Not Assigned,0,14200813,3,16.0,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmdmd,Department for Transport,01-SEP-2021
21841206,Bus Stop (St James Road),10590732,292786.0,93299.0,1,,Not Assigned,0,14200611,3,5.7,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmpmd,Department for Transport,01-SEP-2021
21841208,Bus Stop (Albion Place),10590732,292922.0,93499.0,1,,Not Assigned,0,14200611,3,7.3,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmtaj,Department for Transport,01-SEP-2021
17784125,Flagstaff,3170245,292110.0,93820.0,2,,Not Assigned,0,14200671,3,48.6,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
27228396,Bus Stop (Culverland Road),10590732,292754.0,93842.0,1,,Not Assigned,0,14200868,3,0.4,,,,Devon,EX4,Exeter District,,,,SMS Number,dvngjgdm,Department for Transport,01-SEP-2021
111011170,Exeter St Davids Rail Station,10570738,291164.0,93304.0,1,,Not Assigned,0,14202257,3,28.8,,,,Devon,EX4,Exeter District,,,,,,Department for Transport,01-SEP-2021
111012474,St James Park (Devon) Rail Station,10570738,292631.0,93482.0,1,,Not Assigned,0,14200662,3,33.3,,,,Devon,EX4,Exeter District,,,,,,Department for Transport,01-SEP-2021
41272342,Exeter St David's Station - Main,10540736,291216.0,93367.0,1,10091469344.0,osgb1000002062041690,3,14201566,3,28.0,Bonhay Road,,Exeter,Devon,EX4 4NT,Exeter District,,,,,,Department for Transport (Parking),01-SEP-2021
105057760,Exeter St. David's Station - Short Stay,10540736,291219.0,93296.0,1,,osgb1000002062041432,5,14202257,3,9.4,Bonhay Road,,Exeter,Devon,EX4 4NT,Exeter District,,,,,,Department for Transport (Parking),01-SEP-2021
48804065,Ariana Rugs,9480675,292846.0,93301.0,1,100041143131.0,osgb1000012323615,4,14200081,1,12.1,6a,Blackboy Road,Exeter,Devon,EX4 6SG,Exeter District,1392211179.0,,,,,118 Information,01-SEP-2021
48968830,Care 4 It,2130205,292889.9,93314.2,1,100040203523.0,osgb1000012323610,5,14200081,1,20.0,13,Blackboy Road,Exeter,Devon,EX4 6SG,Exeter District,1392210112.0,,,,,118 Information,01-SEP-2021
80779075,Mosque and Islamic Centre for the South West,6340459,292451.0,93279.0,1,10023124078.0,osgb1000002070898028,3,14200955,2,24.0,12-13,York Road,Exeter,Devon,EX4 6BA,Exeter District,,,,Religion,Islamic,PointX,01-SEP-2021
55071664,Alpha Cleanse,2070100,292083.0,93363.0,1,100040219695.0,osgb1000012324839,3,14200452,1,8.8,11,King Stephen Close,Exeter,Devon,EX4 4LX,Exeter District,1392495366.0,www.alphacleanseonline.co.uk,,,,118 Information,01-SEP-2021
75503947,The Lilacs Residential Care Home,5280373,292995.0,93739.0,1,100040226838.0,osgb1000012321813,9,14200611,1,24.6,42-44,Old Tiverton Road,Exeter,Devon,EX4 6NG,Exeter District,1392435271.0,www.stone-haven.co.uk,,,,118 Information,01-SEP-2021
95709855,Exeter Vineyard Church,6340459,292952.0,93709.0,1,10013050563.0,osgb1000012321810,4,14200679,1,43.4,Zone 4 Wrentham Business Centre,Prospect Park,Exeter,Devon,EX4 6NA,Exeter District,1392426060.0,www.exe.vin,,Religion,Vineyard (Christian),118 Information,01-SEP-2021
107663366,Jenny Southam Ceramics,2100775,292858.0,93661.0,1,100040230013.0,osgb1000012321154,4,14200679,1,15.7,11,Prospect Park,Exeter,Devon,EX4 6NA,Exeter District,1392437555.0,,,,,118 Information,01-SEP-2021
125686893,Bowling Green,1020034,292980.6,93327.4,1,100041143234.0,osgb1000012323542,6,14200081,1,16.1,29-30,Blackboy Road,Exeter,Devon,EX4 6ST,Exeter District,1392678962.0,,,,,118 Information,01-SEP-2021
129842290,College of Life & Environmental Sciences,5310381,291901.0,93838.0,1,10013041276.0,osgb1000012293522,6,14200671,1,41.9,Hatherly Laboratories,Prince of Wales Road,Exeter,Devon,EX4 4PS,Exeter District,1392263673.0,www.exeter.ac.uk,,,,118 Information,01-SEP-2021
165520090,Bluebird Care Exeter,2050076,292952.0,93709.0,1,10013041281.0,osgb1000012321810,4,14200679,1,43.4,Zone 1 Wrentham Business Centre,Prospect Park,Exeter,Devon,EX4 6NA,Exeter District,1392426006.0,,Bluebird Care,,,118 Information,01-SEP-2021
64433927,Reservoir (Covered),3580807,291938.0,93347.0,1,,osgb1000002062037021,6,14201979,3,40.1,,,,Devon,EX4,Exeter District,,,,Area in sq m,Unknown,Ordnance Survey,01-SEP-2021
68587633,Letter Box,6340457,292252.0,93520.0,1,,osgb1000002062256221,6,14200851,3,6.0,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
80800817,Gas Meter House,6340437,292441.0,93759.0,1,,osgb1000012322469,3,14200671,3,11.6,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
159965508,Electricity Sub Station,6340433,292976.9,93397.3,2,,Not Assigned,0,14200859,3,11.6,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
95537040,Bizzaz Hair,2100156,292776.0,93292.0,1,10023117066.0,osgb1000012323642,6,14200611,3,9.8,"8, Inglewood House, 94a, Sidwell Street",City Centre,Exeter,Devon,EX4 6PH,Exeter District,,,,,,Local Data Company,01-SEP-2021
165450237,@Hoopern Street,9470699,292091.0,93285.0,1,100040218348.0,osgb1000012324266,3,14200414,1,9.3,2,Hoopern Street,Exeter,Devon,EX4 4LY,Exeter District,,,,,,Local Data Company,01-SEP-2021
127054985,Frederick John Widgery Blue Plaque,3200269,291639.0,93304.0,1,100040218484.0,osgb1000012293978,3,14200418,2,25.9,11,Howell Road,Exeter,Devon,EX4,Exeter District,,openplaques.org/plaques/31792,,Plaque Type,Blue,Open Plaques,01-SEP-2021
22907858,Bus Stop (Village),10590732,291148.0,93892.0,1,,Not Assigned,0,14201294,3,2.9,,,,Devon,EX4,Exeter District,,,,SMS Number,dvngjamg,Department for Transport,01-SEP-2021
22907881,Bus Stop (Maryfield Avenue),10590732,292722.0,93837.0,1,,Not Assigned,0,14200868,3,4.1,,,,Devon,EX4,Exeter District,,,,SMS Number,dvngdwdw,Department for Transport,01-SEP-2021
27228395,Bus Stop (Devonshire Place),10590732,292577.0,93785.0,1,,Not Assigned,0,14200868,3,5.3,,,,Devon,EX4,Exeter District,,,,SMS Number,dvngjgdj,Department for Transport,01-SEP-2021
125911106,University of Exeter,2100167,291769.5,93961.7,1,10091473301.0,osgb5000005102986979,4,14200813,1,396.6,Northcote House,The Queens Drive,Exeter,Devon,EX4 4QJ,Exeter District,1392661000.0,,,,,Wilmington Healthcare Ltd,01-SEP-2021
45456322,Exeter St. David's Station - Ward Yard,10540736,291198.0,93504.0,1,,osgb1000002062031567,11,14201294,2,31.3,Cowley Bridge Road,,Exeter,Devon,EX4 4NT,Exeter District,,,,,,Department for Transport (Parking),01-SEP-2021
54930808,Saha,1010005,292739.6,93622.4,1,100040210104.0,osgb1000012322049,7,14200225,1,8.6,1,Culverland Road,Exeter,Devon,EX4 6JH,Exeter District,1392218044.0,www.chapter1.org.uk,Chapter 1,,,118 Information,01-SEP-2021
108294620,Santander,2090138,291828.6,93956.8,1,10091473301.0,osgb5000005102986979,4,14200813,1,445.2,Devonshire House,Stocker Road,Exeter,Devon,EX4 4PZ,Exeter District,8009179170.0,www.santander.co.uk/uk/index,Santander,,,118 Information,01-SEP-2021
124792130,Hellier Ridley,2110192,291491.4,93454.0,1,100041142781.0,osgb1000012294499,14,14200580,1,29.2,Elmbrook House,New North Road,Exeter,Devon,EX4 4LA,Exeter District,1392340936.0,www.hellierridley.co.uk,,,,118 Information,01-SEP-2021
125683367,The Ram Bar,1020034,291828.6,93956.8,1,10091473301.0,osgb5000005102986979,4,14200813,1,445.2,Devonshire House,Stocker Road,Exeter,Devon,EX4 4PZ,Exeter District,1392263563.0,,,,,118 Information,01-SEP-2021
64007130,Electricity Sub Station,6340433,292935.0,93637.0,2,,Not Assigned,0,14200679,3,11.6,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
161059825,Cricket Ground,4240302,292163.6,93747.4,2,,Not Assigned,0,14200671,3,72.4,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
158059050,Exeter City Football Club White Plaque,3200269,292739.0,93467.0,4,,Not Assigned,0,14200901,3,51.4,St James Park,Stadium Way,Exeter,Devon,EX4,Exeter District,,openplaques.org/plaques/50391,,Plaque Type,White,Open Plaques,01-SEP-2021
131215525,Santander,2090141,291828.6,93956.8,1,10091473301.0,osgb5000005102986979,4,14200813,1,445.2,Devonshire House,Stocker Road,Exeter,Devon,EX4 4PZ,Exeter District,,,,,,VocaLink,01-SEP-2021
165356527,YCASH,2090141,291592.0,94000.0,3,,Not Assigned,0,14200812,2,76.0,Streatham Campus Streatham Drive,,Exeter,Devon,EX4 4QR,Exeter District,,,,,,VocaLink,01-SEP-2021
18793152,Statue,3170245,292289.0,92785.0,1,,osgb1000002070809052,9,14200389,3,66.9,,,,Devon,EX1,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
18793228,Statue,3170245,291970.0,92922.0,1,,osgb1000012291124,5,14202110,3,57.6,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
20190277,Castle Wall,3170245,292069.0,92948.0,2,,Not Assigned,0,14200135,3,56.8,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
19951173,Exeter Danes Castle Fire Station,6330414,291840.3,93336.6,1,10023118714.0,osgb1000002070899944,1,14200418,1,49.2,,Howell Road,Exeter,Devon,EX4 4LP,Exeter District,,www.dsfire.gov.uk,,,,Strategic Planning Department,01-SEP-2021
17778748,Bandstand,3170245,292057.0,93047.0,1,,osgb1000012324019,4,14200580,3,91.1,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
22109864,Bus Stop (High Street),10590732,292223.0,92818.0,1,,Not Assigned,0,14200389,3,1.7,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmjdg,Department for Transport,01-SEP-2021
22109865,Bus Stop (Marks and Spencer),10590732,292019.0,92714.0,1,,Not Assigned,0,14200684,3,1.1,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmgwg,Department for Transport,01-SEP-2021
103915993,Inspired Dental Care,5280368,292184.0,92825.0,1,10013037658.0,osgb1000002070827093,1,14200135,3,25.9,246,High Street,Exeter,Devon,EX4 3NZ,Exeter District,1392256205.0,,,,,Wilmington Healthcare Ltd,01-SEP-2021
111011169,Exeter Central Rail Station,10570738,291880.0,92951.0,1,,Not Assigned,0,14200684,3,36.1,,,,Devon,EX4,Exeter District,,,,,,Department for Transport,01-SEP-2021
107699415,Wi-Fi Hotspot (O2 Limited),6340802,292179.0,92687.0,1,10013036179.0,osgb5000005178808169,1,14200066,2,16.2,12,Bedford Street,Exeter,Devon,EX1 1LL,Exeter District,,,,,,O2 Limited,01-SEP-2021
107700806,Wi-Fi Hotspot (O2 Limited),6340802,291977.0,92787.8,1,,osgb1000012290448,5,14200684,2,13.3,83,Queen Street,Exeter,Devon,EX4 3RP,Exeter District,,,,,,O2 Limited,01-SEP-2021
107701036,Wi-Fi Hotspot (O2 Limited),6340802,292190.2,92649.7,1,10013050739.0,osgb1000002070802039,5,14200066,1,34.9,20,Bedford Street,Exeter,Devon,EX1 1GJ,Exeter District,,,,,,O2 Limited,01-SEP-2021
124948320,Wi-Fi Hotspot (The Cloud),6340802,292298.0,93040.0,1,100040221751.0,osgb1000012323989,6,14200493,1,17.2,25-27,Longbrook Street,Exeter,Devon,EX4 6AB,Exeter District,,,,,,The Cloud,01-SEP-2021
159120828,Wi-Fi Hotspot (The Cloud),6340802,292286.0,92708.0,1,10013050785.0,osgb1000002070809040,3,14200661,1,44.9,4-5,Roman Walk,"St Davids, Exeter",Devon,EX1 1GN,Exeter District,,,,,,The Cloud,01-SEP-2021
153507876,Wi-Fi Hotspot (BT Openzone),6340802,292245.0,92809.0,1,100041045101.0,osgb1000012317962,7,14200389,1,21.8,6,High Street,Exeter,Devon,EX4 3LF,Exeter District,,,,,,BT Openzone,01-SEP-2021
153507930,Wi-Fi Hotspot (BT Openzone),6340802,292157.0,92807.0,1,100041142027.0,osgb1000012318005,6,14200389,1,27.8,242,High Street,Exeter,Devon,EX4 3QB,Exeter District,,,,,,BT Openzone,01-SEP-2021
153507934,Wi-Fi Hotspot (BT Openzone),6340802,292070.0,92657.0,1,100041044364.0,osgb1000012317794,7,14200137,2,27.0,Cathedral Yard,,Exeter,Devon,EX1 1HD,Exeter District,,,,,,BT Openzone,01-SEP-2021
47947228,Raffles Guest House,1010003,292254.0,93304.0,1,10091470752.0,osgb1000012324368,4,14200080,1,25.8,11,Blackall Road,Exeter,Devon,EX4 4HD,Exeter District,1392270200.0,www.raffles-exeter.co.uk,,,,118 Information,01-SEP-2021
47963655,Braeside Guesthouse,1010003,291839.0,93143.3,1,10013038614.0,osgb1000012294300,5,14200580,1,25.7,21,New North Road,Exeter,Devon,EX4 4HF,Exeter District,1392256875.0,,,,,118 Information,01-SEP-2021
47968120,Boston Tea Party,1020013,291984.0,92782.0,1,10013039188.0,osgb1000012290453,5,14200684,1,15.0,84,Queen Street,Exeter,Devon,EX4 3RP,Exeter District,1392201181.0,www.bostonteaparty.co.uk,Boston Tea Party,,,118 Information,01-SEP-2021
47986020,Tea on the Green,1020043,292108.2,92646.1,1,100041046493.0,osgb1000012317753,4,14200136,1,14.1,2,Cathedral Close,Exeter,Devon,EX1 1EZ,Exeter District,1392276913.0,www.teaonthegreen.com,,Restaurant Type,English Restaurant,118 Information,01-SEP-2021
41263536,Guildhall Centre,10540736,291841.0,92681.0,1,10023122973.0,osgb1000012290385,6,14200631,2,30.2,Paul Street,,Exeter,Devon,EX4 3HP,Exeter District,,,,,,Department for Transport (Parking),01-SEP-2021
97409441,Wi-Fi Hotspot (The Cloud),6340802,291998.1,92764.3,1,10023120420.0,osgb1000012290458,10,14200684,1,14.7,89,Queen Street,Exeter,Devon,EX4 3RP,Exeter District,,,,,,The Cloud,01-SEP-2021
103375095,Wi-Fi Hotspot (BT Openzone),6340802,291904.4,92641.2,1,10023122955.0,osgb1000012290399,4,14200684,1,135.9,1,Guildhall Shopping Centre,Exeter,Devon,EX4 3HP,Exeter District,,,,,,BT Openzone,01-SEP-2021
104153978,Wi-Fi Hotspot (BT Openzone),6340802,291961.3,92809.3,1,100041142213.0,osgb1000012290449,5,14200684,1,14.8,79-81,Queen Street,Exeter,Devon,EX4 3RP,Exeter District,,,,,,BT Openzone,01-SEP-2021
47990749,Time Piece,4250312,292183.6,92872.9,1,10013050962.0,osgb1000012318098,5,14200486,1,9.0,Easton Buildings,Little Castle Street,Exeter,Devon,EX4 3PX,Exeter District,1392493096.0,www.timepiecenightclub.co.uk,,,,118 Information,01-SEP-2021
