UNIQUE_REFERENCE_NUMBER,NAME,POINTX_CLASSIFICATION_CODE,FEATURE_EASTING,FEATURE_NORTHING,POSITIONAL_ACCURACY_CODE,UPRN,TOPOGRAPHIC_TOID,TOPOGRAPHIC_TOID_VERSION,USRN,USRN_MATCH_INDICATOR,DISTANCE,ADDRESS_DETAIL,STREET_NAME,LOCALITY,GEOGRAPHIC_COUNTY,POSTCODE,ADMINISTRATIVE_BOUNDARY,TELEPHONE_NUMBER,URL,BRAND,QUALIFIER_TYPE,QUALIFIER_DATA,PROVENANCE,DATE_OF_SUPPLY
47949769,Atherstone,1010003,265949.0,845269.0,1,130049957.0,osgb1000038821805,5,84410346,1,16.6,42,Fairfield Road,Inverness,Inverness,IV3 5QD,Highland,1463240240.0,,,,,118 Information,01-SEP-2021
47950259,Glenrossie Guest House,1010003,266047.0,845434.0,1,130049995.0,osgb1000038832238,3,84410118,1,17.7,86,Kenneth Street,Inverness,Inverness,IV3 5QG,Highland,1463224548.0,www.glenrossie.co.uk,,,,118 Information,01-SEP-2021
47960548,Fraser House Bed & Breakfast,1010003,266257.0,845440.0,1,130048959.0,osgb1000038832465,4,84410102,1,9.8,49,Huntly Street,Inverness,Inverness,IV3 5HS,Highland,1463716488.0,www.fraserhouse.co.uk,,,,118 Information,01-SEP-2021
47977053,Manna House Tearoom,1020013,266270.0,845425.0,1,130084592.0,osgb1000038832553,2,84410102,1,13.0,Manna House 48,Huntly Street,Inverness,Inverness,IV3 5HR,Highland,1463710710.0,,,,,118 Information,01-SEP-2021
54249514,Riverside Street,10540736,266258.0,845748.0,1,,osgb1000000292191227,5,84410208,2,25.5,Riverside Street,,Inverness,Inverness,IV1 1NX,Highland,,,,,,Department for Transport (Parking),01-SEP-2021
54249350,Kenneth Street,10540736,266072.0,845411.0,1,,osgb1000000292203072,3,84410118,2,21.9,Kenneth Street,,Inverness,Inverness,IV3 5QF,Highland,,,,,,Department for Transport (Parking),01-SEP-2021
48001108,Dennis's Chinese Take Away,1020018,266087.0,845558.9,1,130049105.0,osgb1000038830992,3,84410253,1,10.6,7,Wells Street,Inverness,Inverness,IV3 5JT,Highland,1463232279.0,,,,,118 Information,01-SEP-2021
48021431,Mr Chips,1020020,265763.0,845610.0,1,130107248.0,osgb1000000292114650,11,84401920,1,18.3,37a,Telford Street,Inverness,Inverness,IV3 5LD,Highland,1463233544.0,,,,,118 Information,01-SEP-2021
48035958,The Waterfront,1020043,266166.0,845531.0,1,130084645.0,osgb1000038831027,5,84410102,1,7.5,The Waterfront 70,Huntly Street,Inverness,Inverness,IV3 5JN,Highland,1463233870.0,,,Restaurant Type,Pub Food Restaurant,118 Information,01-SEP-2021
48058560,Thistle Inn,1020034,266165.0,845432.0,1,130084364.0,osgb1000038832452,4,84410083,1,8.0,19,Celt Street,Inverness,Inverness,IV3 5JB,Highland,1463231317.0,www.thistleinn.co.uk,,,,118 Information,01-SEP-2021
48814038,Carpet Emporium,9480675,266303.0,845018.0,1,130124467.0,osgb1000038831959,3,84402241,1,9.5,39,Tomnahurich Street,Inverness,Inverness,IV3 5DU,Highland,1463243245.0,www.carpetemporium.co.uk,,,,118 Information,01-SEP-2021
48995887,Framewise by Brandon,9480764,266060.0,845552.0,1,130049111.0,osgb1000038830998,3,84410253,1,9.6,21,Wells Street,Inverness,Inverness,IV3 5JT,Highland,1463220882.0,,,,,118 Information,01-SEP-2021
48849131,Harveys,9480682,265897.0,845583.0,1,,osgb5000005102720315,1,84401920,2,20.9,Unit 2,Telford Street,Inverness,Inverness,IV3 5LS,Highland,1463711010.0,www.harveysfurniture.co.uk,Harveys,,,118 Information,01-SEP-2021
48922138,Greig Street Stores,9470699,266284.0,845333.0,1,130095458.0,osgb1000038832526,2,84410117,1,15.3,19,Greig Street,Inverness,Inverness,IV3 5PT,Highland,1463222883.0,,,,,118 Information,01-SEP-2021
48931379,Spar Store,9470699,266075.0,845216.0,1,130139338.0,osgb1000038832030,2,84410179,1,9.9,40,Montague Row,Inverness,Inverness,IV3 5QB,Highland,1463715489.0,www.spar.co.uk,Spar,,,118 Information,01-SEP-2021
49759234,An Comunn Gaidhealach,2040064,266313.0,845365.0,1,130098831.0,osgb1000038832532,2,84410102,1,25.4,Balnain House 40,Huntly Street,Inverness,Inverness,IV3 5HR,Highland,1463709705.0,www.ancomunn.co.uk,,,,118 Information,01-SEP-2021
49749826,Inverness Caledonian Thistle Social Club,4250314,266260.0,845275.0,1,130049879.0,osgb1000038832699,5,84410117,1,17.5,28,Greig Street,Inverness,Inverness,IV3 5PX,Highland,1463238568.0,,,,,118 Information,01-SEP-2021
95760582,Craig Villa Guest House,1010003,266232.0,845211.0,1,130048124.0,osgb1000038832321,4,84410118,1,14.3,42,Kenneth Street,Inverness,Inverness,IV3 5DH,Highland,1463237568.0,www.craig-villa.co.uk,,,,118 Information,01-SEP-2021
54808165,Carol Ann Hairdressers,2100156,266321.0,845320.0,1,,osgb1000038832514,3,84410117,2,16.2,4,Greig Street,Inverness,Inverness,IV3 5PT,Highland,1463241694.0,,,,,118 Information,01-SEP-2021
54530795,G C M Roofing,2030060,266059.0,845088.0,1,130048275.0,osgb1000038832063,3,84410179,1,17.7,41,Montague Row,Inverness,Inverness,IV3 5DX,Highland,1463241363.0,,,,,118 Information,01-SEP-2021
54528532,Apex Roofing Contractors,2030060,266075.0,845585.0,1,130049096.0,osgb1000038830979,4,84410253,1,17.9,Apex Roofing Contractors 16,Wells Street,Inverness,Inverness,IV3 5JT,Highland,1463241426.0,,,,,118 Information,01-SEP-2021
54849465,D Chisholm & Sons,2100165,266291.5,845389.2,1,130140124.0,osgb1000038832544,3,84410102,1,24.7,,Huntly Street,Inverness,Inverness,IV3 5HR,Highland,1463712255.0,www.chisholmfunerals.co.uk,,,,118 Information,01-SEP-2021
54862609,Copperfields Cleaners,2100158,266263.0,845286.0,1,130049880.0,osgb1000038832302,3,84410117,1,10.4,26,Greig Street,Inverness,Inverness,IV3 5PX,Highland,1463715659.0,www.copperfieldscleaners.com,,,,118 Information,01-SEP-2021
54868140,We Frame It Ltd,2100177,266303.0,845018.0,1,130124467.0,osgb1000038831959,3,84402241,1,9.5,39,Tomnahurich Street,Inverness,Inverness,IV3 5DU,Highland,1463223400.0,www.we-frame-it.co.uk,,,,118 Information,01-SEP-2021
43501403,Bishop Eden Primary School,5310375,266212.0,845339.0,1,130048999.0,osgb1000038832439,4,84410140,1,21.7,73,King Street,Inverness,Inverness,IV3 5HX,Highland,1463237103.0,,,,,Information and Analytical Services Division - Education Department,01-SEP-2021
43501405,Central Primary School,5310375,266265.0,845075.0,1,130111630.0,osgb1000038831991,5,84410118,1,47.4,,Kenneth Street,Inverness,Inverness,IV3 5DW,Highland,1463233906.0,,,,,Information and Analytical Services Division - Education Department,01-SEP-2021
43501421,Inverness High School,5310379,265932.0,845041.0,1,130111628.0,osgb1000038832070,16,84410179,1,105.7,,Montague Row,Inverness,Inverness,IV3 5DZ,Highland,1463233586.0,,,,,Information and Analytical Services Division - Education Department,01-SEP-2021
54634000,Currys PC World,9480828,265888.0,845588.0,1,,osgb5000005102720315,1,84401920,2,21.2,Unit 1 77,Telford Street,Inverness,Inverness,IV3 5LU,Highland,3445611234.0,www.currys.co.uk,Dixons Carphone,,,118 Information,01-SEP-2021
54649128,H C V F,2080122,266020.7,845536.5,1,,osgb1000038831002,4,84410253,2,13.7,33,Wells Street,Inverness,Inverness,IV3 5JU,Highland,1463224788.0,www.hcvf.co.uk,,,,118 Information,01-SEP-2021
64306789,Alder Specialist Building Surveyors Ltd,2110195,265975.0,845416.0,1,130050079.0,osgb1000038821881,4,84410212,1,16.4,40,Ross Avenue,Inverness,Inverness,IV3 5QJ,Highland,1463741128.0,www.aldersurvey.com,,,,118 Information,01-SEP-2021
64109008,P C Area,2080117,266280.0,845031.0,1,130084565.0,osgb1000038831982,3,84402241,1,14.7,36,Tomnahurich Street,Inverness,Inverness,IV3 5DS,Highland,1463234007.0,www.pcarea.co.uk,,,,118 Information,01-SEP-2021
64100644,Shanghai,1020018,266310.0,845320.0,1,130049837.0,osgb1000038832512,2,84410117,1,10.0,10,Greig Street,Inverness,Inverness,IV3 5PT,Highland,1463232017.0,,,,,118 Information,01-SEP-2021
64125292,Highland Homeless Trust Ltd,1010005,265814.0,845734.0,1,130052368.0,osgb1000038820821,3,84410384,1,15.8,74,Telford Road,Inverness,Inverness,IV3 8HN,Highland,1463226505.0,www.homelesstrust.org.uk,Highland Homeless Trust,,,118 Information,01-SEP-2021
68752747,Partnerships for Wellbeing,6350816,266021.0,845536.0,1,,osgb1000038831002,4,84410253,2,14.3,31-33,Wells Street,Inverness,Inverness,IV3 5JU,Highland,1463729997.0,,,,,118 Information,01-SEP-2021
68750600,The Salvation Army,6350450,266021.0,845537.0,1,130174741.0,osgb1000038831002,4,84410253,1,13.3,31,Wells Street,Inverness,Inverness,IV3 5JU,Highland,2073674500.0,www.salvationarmy.org.uk,The Salvation Army,,,118 Information,01-SEP-2021
68783999,Scripture Union,6350450,266021.0,845537.0,1,,osgb1000038831002,4,84410253,2,13.3,33,Wells Street,Inverness,Inverness,IV3 5JU,Highland,1463712050.0,www.suscotland.org.uk,Scripture Union,,,118 Information,01-SEP-2021
68784955,Boys Brigade,6350452,266275.0,845806.0,1,130109804.0,osgb1000038831031,4,84410208,1,14.5,The Eddie McGillivray Memorial Hall,Riverside Street,Inverness,Inverness,IV1 1NX,Highland,1463717677.0,www.bbni.org.uk,The Boys' Brigade,,,118 Information,01-SEP-2021
75329685,Aldi,9470819,265924.0,845623.0,1,130135902.0,osgb1000000293782538,3,84410747,1,54.1,,Friars Bridge,Inverness,Inverness,IV3 5JP,Highland,8000420800.0,www.aldi.co.uk,Aldi,,,118 Information,01-SEP-2021
75361774,Wellbeing Natural Medicine,5280330,266095.0,845562.0,1,,osgb1000038830991,5,84410253,2,9.8,3,Wells Street,Inverness,Inverness,IV3 5JT,Highland,1463226622.0,,,,,118 Information,01-SEP-2021
91418823,Charden Villa,1010003,266134.0,845225.0,1,130049939.0,osgb1000038832138,4,84410346,1,12.4,11,Fairfield Road,Inverness,Inverness,IV3 5QA,Highland,1463718058.0,www.chardenvilla.co.uk,,,,118 Information,01-SEP-2021
85584932,Malvern Guest House,1010003,266170.0,845287.0,1,130049922.0,osgb1000038832423,4,84410118,1,15.7,Malvern 54,Kenneth Street,Inverness,Inverness,IV3 5PZ,Highland,1463242251.0,www.malvernguesthouse.co.uk,,,,118 Information,01-SEP-2021
85631346,Tattoos While You Wait Com,2100180,266310.0,845320.0,1,130049837.0,osgb1000038832512,2,84410117,1,10.0,8,Greig Street,Inverness,Inverness,IV3 5PT,Highland,1463718755.0,,,,,118 Information,01-SEP-2021
91384507,L Rattray,2030060,265991.0,845234.0,1,130049951.0,osgb1000038822256,5,84410346,1,14.8,23,Fairfield Road,Inverness,Inverness,IV3 5QD,Highland,1463243155.0,,,,,118 Information,01-SEP-2021
91436728,The Beauty Lounge,2100156,265869.0,845594.0,1,130049131.0,osgb1000038820570,9,84401920,1,17.8,16a,Telford Street,Inverness,Inverness,IV3 5JZ,Highland,1463235886.0,,,,,118 Information,01-SEP-2021
95733409,Mardon,1010003,266199.0,845203.0,1,130139224.0,osgb1000038832107,3,84410118,1,15.8,37,Kenneth Street,Inverness,Inverness,IV3 5DH,Highland,1463231005.0,www.mardonguesthouse.co.uk,,,,118 Information,01-SEP-2021
96553988,Direct Childcare,5320397,265839.0,845196.0,1,130048350.0,osgb1000038822278,4,84410068,1,12.9,,Dochfour Drive,Inverness,Inverness,IV3 5EB,Highland,1463703036.0,,,,,118 Information,01-SEP-2021
97764462,The Acupuncture Clinic,5280330,265878.0,845393.0,1,130050101.0,osgb1000038821940,3,84410123,1,12.6,36,Harrowden Road,Inverness,Inverness,IV3 5QN,Highland,1463223122.0,www.theacupunctureclinicinverness.co.uk,,,,118 Information,01-SEP-2021
103267871,Salon Beauty,9480677,266067.0,845143.0,1,130048261.0,osgb1000038832037,2,84410179,1,15.9,34,Montague Row,Inverness,Inverness,IV3 5DX,Highland,1463243866.0,www.sallybeauty.com,,,,118 Information,01-SEP-2021
107661725,Glendoune B & B,1010003,266002.3,845286.5,1,130049975.0,osgb1000038832178,6,84410197,1,15.7,24,Perceval Road,Inverness,Inverness,IV3 5QE,Highland,1463231493.0,www.glendoune.co.uk,,,,118 Information,01-SEP-2021
108275598,Highland Chiropractic Clinic,5280345,266049.0,845660.0,1,130089172.0,osgb1000038830955,3,84409993,1,14.4,8-10,Abban Street,Inverness,Inverness,IV3 8HH,Highland,1463717084.0,,,,,118 Information,01-SEP-2021
108342978,Wallarts Products & Services Ltd,2130204,266278.0,845034.0,1,130084565.0,osgb1000038831982,3,84402241,1,18.3,38,Tomnahurich Street,Inverness,Inverness,IV3 5DS,Highland,1463221818.0,,,,,118 Information,01-SEP-2021
108279395,Inverness Computer Centre,9480828,266260.0,845316.0,1,10091946720.0,osgb1000038832434,2,84410117,1,15.7,21-23,Greig Street,Inverness,Inverness,IV3 5PX,Highland,1463239999.0,,,,,118 Information,01-SEP-2021
107637693,Bluebell House,1010003,266218.0,845180.0,1,130048130.0,osgb1000038832113,2,84410118,1,16.7,Bluebell House 31,Kenneth Street,Inverness,Inverness,IV3 5DH,Highland,1463238201.0,www.bluebell-house.com,,,,118 Information,01-SEP-2021
107636328,Strome Lodge Bed & Breakfast,1010003,265800.0,845251.0,1,130050236.0,osgb1000038822208,3,84410346,1,13.0,Strome Lodge 41,Fairfield Road,Inverness,Inverness,IV3 5QW,Highland,1463221553.0,,,,,118 Information,01-SEP-2021
107644226,Glenfruian Guest House,1010003,265854.0,845279.0,1,130050238.0,osgb1000038821916,3,84410346,1,19.2,Glen Fruin 50,Fairfield Road,Inverness,Inverness,IV3 5QW,Highland,1463712623.0,,,,,118 Information,01-SEP-2021
111210887,Mia Scott Associates,2040064,266313.0,845365.0,1,130098831.0,osgb1000038832532,2,84410102,1,25.4,Balnain House 40,Huntly Street,Inverness,Inverness,IV3 5HR,Highland,1463718778.0,www.miascottassociates.co.uk,,,,118 Information,01-SEP-2021
125632833,No'r Joiners & Contractors,2030045,266163.0,845225.0,1,130049937.0,osgb1000038832142,4,84410346,1,11.8,5,Fairfield Road,Inverness,Inverness,IV3 5QA,Highland,7897608608.0,,,,,118 Information,01-SEP-2021
125820319,Ardlair,1010003,265834.0,845278.0,1,130050233.0,osgb1000038821918,4,84410346,1,16.7,54,Fairfield Road,Inverness,Inverness,IV3 5QW,Highland,1463220337.0,,,,,118 Information,01-SEP-2021
125842546,Ronnie Shaw Entertainments,4210273,265754.0,845292.0,1,130050228.0,osgb1000038822103,4,84410346,1,21.0,60,Fairfield Road,Inverness,Inverness,IV3 5QW,Highland,1463223334.0,www.ronnieshaw.co.uk,,,,118 Information,01-SEP-2021
125869013,Balnain House - Highlands & Islands Regional Office,2100167,266312.6,845365.2,1,130098831.0,osgb1000038832532,2,84410013,3,12.9,Balnain House 40,Huntly Street,Inverness,Inverness,IV3 5HR,Highland,8444932237.0,www.nts.org.uk,National Trust for Scotland,,,118 Information,01-SEP-2021
127728878,St Michael and All Angels' Church,6340459,265931.0,845722.0,1,130087854.0,osgb1000038820553,3,84409993,2,13.3,28,Abban Street,Inverness,Inverness,IV3 8HH,Highland,1463233797.0,,,Religion,Not Identified (Christian),118 Information,01-SEP-2021
127707587,Green Jams,7400530,265830.0,845698.0,1,,osgb1000038821237,3,84410384,3,13.9,8,Telford Court,Inverness,Inverness,IV3 8LN,Highland,7562840607.0,,,,,118 Information,01-SEP-2021
127731223,The Preening Pod,2100156,266294.0,845136.0,1,130048164.0,osgb1000038832153,2,84410118,1,13.8,32,Kenneth Street,Inverness,Inverness,IV3 5DP,Highland,1463418262.0,www.preeningpod.com,,,,118 Information,01-SEP-2021
127712617,Kilcumin Guest House,1010003,266097.0,845365.0,1,130049915.0,osgb1000038832644,3,84410118,1,10.8,72,Kenneth Street,Inverness,Inverness,IV3 5PZ,Highland,7805902542.0,www.inverness-bed-and-breakfast.com,,,,118 Information,01-SEP-2021
129823249,Roots Salon,2100156,266217.0,845252.0,1,130168469.0,osgb1000038832312,2,84410117,1,11.1,38,Greig Street,Inverness,Inverness,IV3 5PX,Highland,1463715888.0,www.rootssalon.co.uk,,,,118 Information,01-SEP-2021
141267893,The Merchant,9480712,266217.0,845252.0,1,130168469.0,osgb1000038832312,2,84410117,1,11.1,38,Greig Street,Inverness,Inverness,IV3 5PX,Highland,1463417618.0,www.the-merchant-inverness.com,,,,118 Information,01-SEP-2021
141904213,No 29 B & B,1010003,266246.0,845308.0,1,130049883.0,osgb1000038832432,3,84410117,1,17.4,29,Greig Street,Inverness,Inverness,IV3 5PX,Highland,1463240972.0,www.no29bb.com,,,,118 Information,01-SEP-2021
141903777,The Quaich B & B,1010003,266227.0,845258.0,1,130049892.0,osgb1000038832311,3,84410117,1,12.0,36,Greig Street,Inverness,Inverness,IV3 5PX,Highland,1463719140.0,www.thequaich.co.uk,,,,118 Information,01-SEP-2021
146520715,Maple Leaf Massage,5280345,266234.0,845261.0,1,130142745.0,osgb1000038832310,3,84410117,1,13.7,34,Greig Street,Inverness,Inverness,IV3 5PX,Highland,1463235833.0,www.mapleleafmassage.co.uk,,,,118 Information,01-SEP-2021
131516725,Forces Support,9480714,265897.0,845583.0,1,,osgb5000005102720315,1,84401920,2,20.9,Unit 2 77,Telford Street,Inverness,Inverness,IV3 5LU,Highland,1463718655.0,www.forcessupport.org.uk,Forces Support,,,118 Information,01-SEP-2021
131506543,Inverness Dental Laboratory,5280335,265869.0,845594.0,1,130049131.0,osgb1000038820570,9,84401920,1,17.8,16a,Telford Street,Inverness,Inverness,IV3 5JZ,Highland,1463236758.0,www.invernessdentallab.co.uk,,,,118 Information,01-SEP-2021
133159652,Riverview Access Control,7420567,265828.0,845623.0,1,130049155.0,osgb1000038820782,7,84401920,1,24.6,28,Telford Street,Inverness,Inverness,IV3 5LB,Highland,1463237363.0,www.riverviewaccesscontrol.com,,,,118 Information,01-SEP-2021
158328022,Highland Podiatry Dept,5280333,265991.0,845690.0,1,130051051.0,osgb1000038820546,4,84409993,1,13.4,24,Abban Street,Inverness,Inverness,IV3 8HH,Highland,1463723250.0,,,,,118 Information,01-SEP-2021
63922114,Electricity Sub Station,6340433,266307.0,845085.0,1,,osgb1000038831990,4,84410118,3,8.6,,,,Inverness,IV3,Highland,,,,,,Ordnance Survey,01-SEP-2021
63929540,Electricity Sub Station,6340433,266015.0,845524.0,2,,Not Assigned,0,84410182,3,20.8,,,,Inverness,IV3,Highland,,,,,,Ordnance Survey,01-SEP-2021
63929556,Electricity Sub Station,6340433,266116.0,845182.0,1,,osgb1000000292202272,6,84410200,3,5.7,,,,Inverness,IV3,Highland,,,,,,Ordnance Survey,01-SEP-2021
159600669,Tanera Bed & Breakfast,1010003,266101.0,845256.0,1,130049928.0,osgb1000038832355,4,84410346,1,16.9,8,Fairfield Road,Inverness,Inverness,IV3 5QA,Highland,1463230037.0,,,,,118 Information,01-SEP-2021
161927626,The Coo's Guest House,1010003,266129.2,845147.3,1,130179684.0,osgb1000038832024,5,84410200,1,11.6,19,Planefield Road,Inverness,Inverness,IV3 5DL,Highland,7497171932.0,,,,,118 Information,01-SEP-2021
161952945,Change of Art,2080115,266186.0,845384.0,1,130049003.0,osgb1000038832449,2,84410140,1,5.7,83,King Street,Inverness,Inverness,IV3 5HX,Highland,7837621496.0,,,,,118 Information,01-SEP-2021
161956019,Strathallan B & B,1010007,266124.0,845345.0,1,130049923.0,osgb1000038832412,3,84410118,1,18.3,66,Kenneth Street,Inverness,Inverness,IV3 5PZ,Highland,7900570492.0,www.strathallan.org,,,,118 Information,01-SEP-2021
162679419,Drew Hendry MP Inverness Nairn Badenoch & Strathspey,6330419,266009.0,845429.0,1,130050146.0,osgb1000038832219,3,84410118,1,14.3,79,Kenneth Street,Inverness,Inverness,IV3 5QQ,Highland,1463611024.0,www.drewhendrymp.scot,,,,118 Information,01-SEP-2021
163793816,Glenuig,1010003,265940.0,845239.0,1,10091801160.0,osgb1000038822264,4,84410346,2,14.1,29,Fairfield Road,Inverness,Inverness,IV3 5QD,Highland,1463232464.0,,,,,118 Information,01-SEP-2021
164697885,North Coast Cars Distribution Centre,2150223,266209.0,845123.0,1,130107300.0,osgb1000038832010,3,84410088,2,23.7,27,Duncraig Street,Inverness,Inverness,IV3 5DQ,Highland,1463235622.0,www.northcoastcars.co.uk,,,,118 Information,01-SEP-2021
164702125,Carisbrooke Guest House,1010003,266009.0,845429.0,1,130050147.0,osgb1000038832219,3,84410118,1,14.3,81,Kenneth Street,Inverness,Inverness,IV3 5QQ,Highland,1463709994.0,,,,,118 Information,01-SEP-2021
163800732,Capital Document Solutions & Office Furniture,7420588,266251.0,845443.0,1,130048961.0,osgb1000038832464,3,84410102,1,11.5,50,Huntly Street,Inverness,Inverness,IV3 5HS,Highland,1315574747.0,www.highlandofficeequipment.co.uk,,,,118 Information,01-SEP-2021
163798313,Valdis Bathrooms,2140214,265789.0,845682.0,1,130052374.0,osgb1000038820808,3,84410384,1,16.8,88,Telford Road,Inverness,Inverness,IV3 8HN,Highland,7546228718.0,,,,,118 Information,01-SEP-2021
64018151,Electricity Sub Station,6340433,265776.0,845588.0,1,,osgb5000005235251398,10,84410237,3,13.3,,,,Inverness,IV3,Highland,,,,,,Ordnance Survey,01-SEP-2021
64018155,Electricity Sub Station,6340433,266179.0,845440.0,2,,Not Assigned,0,84410083,3,7.6,,,,Inverness,IV3,Highland,,,,,,Ordnance Survey,01-SEP-2021
68561240,Letter Box,6340457,266314.0,845334.0,2,,Not Assigned,0,84410117,3,0.6,,,,Inverness,IV3,Highland,,,,,,Ordnance Survey,01-SEP-2021
68580145,Letter Box,6340457,265835.0,845246.0,1,,osgb1000000292124517,6,84410068,3,4.2,,,,Inverness,IV3,Highland,,,,,,Ordnance Survey,01-SEP-2021
68580154,Letter Box,6340457,266069.0,845573.0,1,,osgb5000005123643950,4,84410253,3,8.0,,,,Inverness,IV3,Highland,,,,,,Ordnance Survey,01-SEP-2021
68580156,Letter Box,6340457,266065.0,845379.0,1,,osgb1000000292124839,7,84410118,3,4.2,,,,Inverness,IV3,Highland,,,,,,Ordnance Survey,01-SEP-2021
156890175,Car Park,10540736,265912.0,845521.0,2,,Not Assigned,0,84401920,3,27.3,,,,Inverness,IV3,Highland,,,,,,Ordnance Survey,01-SEP-2021
133917964,Car Park,10540736,266322.0,845202.0,2,,Not Assigned,0,84410088,3,29.0,,,,Inverness,IV3,Highland,,,,,,Ordnance Survey,01-SEP-2021
161921052,Bowling Green,4240290,266145.0,845090.9,2,,Not Assigned,0,84410200,3,25.6,,,,Inverness,IV3,Highland,,,,,,Ordnance Survey,01-SEP-2021
166217026,Friars' Bridge,10540730,266167.0,845671.0,2,,Not Assigned,0,84410132,3,69.8,,,,Inverness,IV1,Highland,,,,,,Ordnance Survey,01-SEP-2021
164481615,Luxx Salon,2100156,266297.5,845315.2,1,130169964.0,osgb1000038832510,2,84410117,1,7.0,14-16,Greig Street,Inverness,Inverness,IV3 5PT,Highland,,,,,,Local Data Company,01-SEP-2021
164481622,Riverside Salon,2100156,266225.0,845469.0,1,130048963.0,osgb1000038832460,2,84410102,1,8.8,55,Huntly Street,Inverness,Inverness,IV3 5HS,Highland,,,,,,Local Data Company,01-SEP-2021
145672043,Trininty Church,6340459,266081.0,845787.0,1,130125414.0,osgb1000038830926,5,84410132,2,33.5,Huntly Place,,Inverness,Inverness,IV3 8HA,Highland,,,,Religion,Not Identified (Christian),Ordnance Survey,01-SEP-2021
145671552,Inverness Reformed Baptist Church,6340459,265829.0,845768.0,1,130087853.0,osgb1000038820828,3,84410384,2,17.2,Telford Road,,Inverness,Inverness,IV3 8HN,Highland,,,,Religion,Baptist (Christian),Ordnance Survey,01-SEP-2021
145867724,Trinity Church Hall,6340456,266061.0,845777.0,1,130125414.0,osgb1000038830926,5,84402990,3,17.4,Huntly Place,,Inverness,Inverness,IV3 8SN,Highland,,,,,,Ordnance Survey,01-SEP-2021
157736381,Cardtronics,2090141,265924.0,845623.0,1,130135902.0,osgb1000000293782538,3,84410747,1,54.1,,Friars Bridge,Inverness,Inverness,IV3 5JP,Highland,,,,,,VocaLink,01-SEP-2021
18156103,War Memorial,3170245,266741.0,845407.0,1,,osgb1000000292197036,4,84401730,3,11.7,,,,Inverness,IV1,Highland,,,,,,Ordnance Survey,01-SEP-2021
22104146,Bus Stop (Marks and Spencer),10590732,266826.0,845387.0,1,,Not Assigned,0,84410186,3,48.2,,,,Inverness,IV1,Highland,,,,SMS Number,45326427,Department for Transport,01-SEP-2021
26382436,Railway Station,10570758,266755.0,845400.0,1,,Not Assigned,0,84401730,3,12.0,,,,Inverness,IV1,Highland,,,,SMS Number,45327367,Department for Transport,01-SEP-2021
26382437,Abbey National,10570758,266750.0,845386.0,1,,Not Assigned,0,84401730,3,2.2,,,,Inverness,IV1,Highland,,,,SMS Number,45327368,Department for Transport,01-SEP-2021
26382438,Filling Station,10570758,266786.0,845374.0,1,,Not Assigned,0,84401730,3,13.3,,,,Inverness,IV1,Highland,,,,SMS Number,45327369,Department for Transport,01-SEP-2021
45386069,Bus Stop (Marks and Spencer),10590732,266836.0,845370.0,1,,Not Assigned,0,84410186,3,48.4,,,,Inverness,IV2,Highland,,,,SMS Number,45342374,Department for Transport,01-SEP-2021
111013203,Inverness Rail Station,10570738,266792.0,845476.0,1,,Not Assigned,0,84410386,3,89.8,,,,Inverness,IV1,Highland,,,,,,Department for Transport,01-SEP-2021
153509596,Wi-Fi Hotspot (BT Openzone),6340802,266817.0,845303.0,1,130028747.0,osgb1000038831611,4,84410186,1,13.5,2-4,Inglis Street,Inverness,Inverness,IV1 1HN,Highland,,,,,,BT Openzone,01-SEP-2021
47971250,Subway,1020018,266781.0,845321.0,1,,osgb1000038831599,4,84410186,2,13.6,19,Inglis Street,Inverness,Inverness,IV1 1HN,Highland,1463229998.0,www.subway.co.uk,Subway,,,118 Information,01-SEP-2021
47973198,Costa Coffee,1020013,266809.0,845327.0,1,,osgb1000038831613,4,84410186,2,14.7,14,Inglis Street,Inverness,Inverness,IV1 1HN,Highland,1463242367.0,www.costa.co.uk,Costa,,,118 Information,01-SEP-2021
107577616,Inverness Station,10540736,266746.0,845415.0,1,,osgb1000000292196914,6,84401730,2,20.8,Academy Street,,Inverness,Inverness,IV2 3PY,Highland,,,,,,Department for Transport (Parking),01-SEP-2021
48040861,Pizza Express,1020043,266809.2,845411.7,1,130135538.0,osgb1000000293466463,3,84401730,3,57.4,Unit B Eastgate Centre,Falcon Square,Inverness,Inverness,IV2 3PP,Highland,1463709700.0,www.pizzaexpress.com,Pizza Express,Restaurant Type,Pizza Restaurant,118 Information,01-SEP-2021
48036265,Bar One,1020034,266759.0,845356.0,1,,osgb1000038831614,9,84410016,3,10.1,1,Academy Street,Inverness,Inverness,IV1 1JN,Highland,1463714471.0,www.baroneinverness.com,,,,118 Information,01-SEP-2021
48080004,Ash Restaurant Within the Royal Highland Hotel,1020043,266783.0,845431.0,1,130028789.0,osgb1000038831768,3,84401730,1,53.6,18,Academy Street,Inverness,Inverness,IV1 1LG,Highland,1463232403.0,,,Restaurant Type,Restaurant,118 Information,01-SEP-2021
48877596,Hays Travel,9480694,266789.0,845303.0,1,130120327.0,osgb1000038831603,5,84410969,1,29.9,13,Inglis Street,Inverness,Inverness,IV1 1HN,Highland,1463830724.0,www.haystravel.co.uk,Hays Travel,,,118 Information,01-SEP-2021
